Change ID,Impact Level,Change Type,Category Code,Category Name,Substantive,Confidence (%),Change Summary,Old Document Location (Page),Old Document Section,Old Requirement Text,New Document Location (Page),New Document Section,New Requirement Text,Numerical Changes,Obligation Analysis,Impact Explanation
CHG-0582,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (iv),,,,35,(iv),(iv) ensure the right of the bank and RBI to direct and conduct audit or inspection,,,
CHG-0583,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: of the service provider based in a foreign jurisdiction; and,,,,35,,of the service provider based in a foreign jurisdiction; and,,,
CHG-0584,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 90,,,,35,90,90. Considering the risks associated with outsourcing of Security Operations Centre,,,
CHG-0585,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (e.g., systems, software, source code, processes, and concepts);",,,,35,,"(e.g., systems, software, source code, processes, and concepts);",,,
CHG-0586,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (specific to the bank);,,,,35,,(specific to the bank);,,,
CHG-0587,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (iii),,,,35,(iii),"(iii) assess SOC functioning, including all physical facilities involved in service",,,
CHG-0588,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: bank's incident response process; and,,,,35,,bank's incident response process; and,,,
CHG-0589,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (v)
review the process of handling of the alerts or events.",,,,35,,"(v)
review the process of handling of the alerts or events.",,,
CHG-0590,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (1),,,,36,(1),(1) Example - 1: (i) Some cloud services are:,,,
CHG-0591,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: storage, network, and other basic resources so that the client can develop and d",,,,36,,"storage, network, and other basic resources so that the client can develop and deploy their applications.",,,
CHG-0592,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: building application, middleware, database, development environment, and other t",,,,36,,"building application, middleware, database, development environment, and other tools along with the infrastructure to the client.",,,
CHG-0593,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (c),,,,36,(c),(c) Software as a Service (SaaS): Client uses the application(s) provided,,,
CHG-0594,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: by the service provider on a cloud infrastructure.,,,,36,,by the service provider on a cloud infrastructure.,,,
CHG-0595,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (2),,,,36,(2),(2) Example - 2: Some of the popular deployment models for delivery of cloud,,,
CHG-0596,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: services are Private Cloud, Public Cloud, Hybrid Cloud, and Community",,,,36,,"services are Private Cloud, Public Cloud, Hybrid Cloud, and Community",,,
CHG-0597,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 92,,,,36,92,"92. Considering the varied services, benefits, and risk profiles associated with the",,,
CHG-0598,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (i),,,,36,(i),(i) undertake a comprehensive assessment of its business strategy and goals,,,
CHG-0599,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (ii),,,,37,(ii),"(ii) ensure, inter alia, that the 'IT outsourcing policy', referred to in paragraph 57 of",,,
CHG-0600,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (iii),,,,37,(iii),"(iii) take into account cloud service specific factors, viz., multi-tenancy, and multi-",,,
CHG-0601,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (iv),,,,37,(iv),"(iv) implement necessary controls by referring to the cloud security best practices,",,,
CHG-0602,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: as per applicability of the shared responsibility model between the bank and the,,,,37,,as per applicability of the shared responsibility model between the bank and the Cloud Service Provider (CSP);,,,
CHG-0603,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: For cloud security best practices, a bank may refer to, inter alia, NIST SP 800-",,,,37,,"For cloud security best practices, a bank may refer to, inter alia, NIST SP 800-",,,
CHG-0604,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (a)
identify the services that can be moved to the cloud;",,,,37,,"(a)
identify the services that can be moved to the cloud;",,,
CHG-0605,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (b)
enable and support protection of various stakeholder interests;",,,,37,,"(b)
enable and support protection of various stakeholder interests;",,,
CHG-0606,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (d)
provide for appropriate due diligence to manage and continually monitor the ",,,,37,,"(d)
provide for appropriate due diligence to manage and continually monitor the risks associated with CSPs;",,,
CHG-0607,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (vi),,,,38,(vi),(vi) ensure that the selection of a CSP is based on a comprehensive risk,,,
CHG-0608,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (vii),,,,38,(vii),(vii) ensure that the service and technology architecture supporting cloud-based,,,
CHG-0609,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (a)
provide for a standard set of tools and processes to manage containers, imag",,,,38,,"(a)
provide for a standard set of tools and processes to manage containers, images, and releases;",,,
CHG-0610,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (b)
provide for a secure container-based data management, where encryption keys ",,,,38,,"(b)
provide for a secure container-based data management, where encryption keys and Hardware Security Modules are under the control of the bank;",,,
CHG-0611,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (c)
be protected against data integrity and confidentiality risks, and against c",,,,38,,"(c)
be protected against data integrity and confidentiality risks, and against co-mingling of data, in case of multi-tenancy environments; and",,,
CHG-0612,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (viii),,,,38,(viii),(viii) agree upon the Identity and Access Management (IAM) with the CSP and,,,
CHG-0613,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: ensure that role-based access to the cloud hosted applications, both in respect ",,,,38,,"ensure that role-based access to the cloud hosted applications, both in respect of user-access and privileged-access, is provided. The bank shall:",,,
CHG-0614,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (a)
establish stringent access controls, as applicable for an on-premises applic",,,,38,,"(a)
establish stringent access controls, as applicable for an on-premises application, for IAM for cloud-based applications;",,,
CHG-0615,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (c)
ensure that access provisioning is governed by principles of 'need to know',",,,,38,,"(c)
ensure that access provisioning is governed by principles of 'need to know', and 'least privileges'; and",,,
CHG-0616,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (d)
implement
multi-factor
authentication
for
access
to
cloud applications;",,,,39,,"(d)
implement
multi-factor
authentication
for
access
to
cloud applications;",,,
CHG-0617,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: application achieves similar or higher degree of control objectives than those a,,,,39,,"application achieves similar or higher degree of control objectives than those achieved in or by an on-premises application. This includes ensuring secure connection through appropriate deployment of network security resources and their configurations; appropriate and secure configurations, monitoring of the cloud assets utilised by the bank, and necessary procedures to authorise changes to cloud applications and related resources;",,,
CHG-0618,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (a)
maintains an information security policy framework commensurate with its exp",,,,39,,"(a)
maintains an information security policy framework commensurate with its exposures to vulnerabilities and threats;",,,
CHG-0619,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (b)
is able to maintain its information / cyber security capability with respect",,,,39,,"(b)
is able to maintain its information / cyber security capability with respect to changes in vulnerabilities and threats, including those resulting from changes to information assets, or its business environment;",,,
CHG-0620,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (c)
has set the nature and frequency of testing of controls in respect of the ou",,,,39,,"(c)
has set the nature and frequency of testing of controls in respect of the outsourced services commensurate with the materiality of the services being outsourced by the bank and the threat environment; and",,,
CHG-0621,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (d)
has mechanisms in place to assess the subcontractors with regards to confide",,,,39,,"(d)
has mechanisms in place to assess the subcontractors with regards to confidentiality, integrity, and availability of the data being shared with them, where applicable;",,,
CHG-0622,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (xi),,,,39,(xi),(xi) ensure appropriate integration of logs and events from the CSP into the,,,
CHG-0623,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (xii),,,,40,(xii),(xii) ensure that the cyber resilience controls of the CSP complement the bank's,,,
CHG-0624,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (xiii),,,,40,(xiii),(xiii) ensure that the CSP has a well-governed and structured approach to,,,
CHG-0625,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: manage threats and vulnerabilities supported by requisite industry-specific thre,,,,40,,manage threats and vulnerabilities supported by requisite industry-specific threat intelligence capabilities;,,,
CHG-0626,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (xiv),,,,40,(xiv),(xiv) ensure that the business continuity framework provides for continued,,,
CHG-0627,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (xv),,,,40,(xv),(xv) ensure that the CSP has put in place demonstrative capabilities for,,,
CHG-0628,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (b)
include exit plans which align with the ongoing design of applications and s",,,,40,,"(b)
include exit plans which align with the ongoing design of applications and service delivery technology stack;",,,
CHG-0629,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (d)
include clauses for prompt take-over of all records of transactions, custome",,,,41,,"(d)
include clauses for prompt take-over of all records of transactions, customer and operational information, and configuration data, in a systematic manner from the CSP, and purging at the CSP end, and ensuring independent assurance before signing off from the CSP.;",,,
CHG-0630,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (xvii),,,,41,(xvii),"(xvii) ensure that the audit / periodic review / third-party certifications cover, as per",,,
CHG-0631,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: G. Redressal of Grievances related to Outsourced Services,,,,41,,G. Redressal of Grievances related to Outsourced Services,,,
CHG-0632,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: compromised in any manner on account of outsourcing, i.e., responsibility for re",,,,41,,"compromised in any manner on account of outsourcing, i.e., responsibility for redressal of customers' grievances related to outsourced services shall rest with the bank.",,,
CHG-0633,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 94,,,,41,94,94. Outsourcing arrangements entered into by a bank shall not affect the rights of its,,,
CHG-0634,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: customers against the bank, including the ability of the customers to obtain red",,,,41,,"customers against the bank, including the ability of the customers to obtain redressal as applicable under relevant laws.",,,
